33092,زاوية أمبلو,الشرقية,14,البيضاء,التانية,2,7,قصر ليبيا,بطة,بطة,عام,21.102326,32.714714,
33085,خليل جار الله,الشرقية,14,البيضاء,التانية,2,7,قصر ليبيا,البياضه الغربية,البياضه,عام,21.041,32.5551,
33071,الوحدة العربية,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج الشرقية,العويلية,عام,21.029109,32.607566,
35002,الإستقلال,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الشرقية,اجدابيا,عام,21.00999167,31.57924167,
34152,الشهيد حميد فضل الله,الشرقية,15,بنغازي,الثالثة,3,10,الابيار,الرجمة,الابيار,عام,21.00999167,31.57924167,
34157,جيرة,الشرقية,15,بنغازي,الثالثة,3,10,الابيار,جيرة,الابيار,عام,21.00999167,31.57924167,
33053,العويلية الإبتدائية,الشرقية,14,البيضاء,التانية,2,6,المرج,العويلية الغربية,العويلية,عام,20.988625,32.553875,
33079,شهداء الرحيبة,الشرقية,14,البيضاء,التانية,2,6,المرج,جردس الشمالية,جردس الاحرار,عام,20.9886,32.2992,
33051,صالح ادريس,الشرقية,14,البيضاء,التانية,2,6,المرج,العويلية الشرقية,العويلية,عام,20.9875,32.5568,
33078,الانعتاق,الشرقية,14,البيضاء,التانية,2,6,المرج,جردس الجنوبية,جردس الاحرار,عام,20.9847,32.2996,
33096,الفاروق,الشرقية,14,البيضاء,التانية,2,7,قصر ليبيا,طلميثة,طلميثة,عام,20.9431,32.7017,
33094,ابوبكر الصديق,الشرقية,14,البيضاء,التانية,2,7,قصر ليبيا,بوترابة,بوترابة,عام,20.94298,32.70069,
33064,القوافل,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج,المرج,عام,20.8949,32.4982,
33062,عقبة بن نافع,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج,المرج,عام,20.8914,32.5011,
33050,الجهاد الثانوية,الشرقية,14,البيضاء,التانية,2,6,المرج,البنية,البنية,عام,20.8867,32.265,
33080,القدس,الشرقية,14,البيضاء,التانية,2,6,المرج,سيدي جبريل,المرج,عام,20.851843,32.466325,
33070,طارق بن زياد,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج الشرقية,المرج,عام,20.848102,32.484544,
33056,النصر,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج,المرج,عام,20.844553,32.480065,
33068,علي حسن الجابر,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج الشرقية,المرج,عام,20.843312,32.478542,
33066,الحرية,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج الشرقية,المرج,عام,20.842089,32.495221,
33065,عمر بن عبدالعزيز,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج الشرقية,المرج,عام,20.8419,32.4858,
33067,المجد,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج الشرقية,المرج,عام,20.839666,32.492162,
33069,الجيل الصاعد,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج الشرقية,المرج,عام,20.8394,32.4969,
33060,جمال عبد الناصر,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج,المرج,عام,20.835301,32.476379,
33061,خالد بن الواليد,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج,المرج,عام,20.8336,32.4961,
33072,القرضابية,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج الغربية,المرج,عام,20.8328,32.49,
33075,أسماء بنت أبي بكر,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج الغربية,المرج,عام,20.8289,32.4922,
33054,النور,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج,المرج,عام,20.826142,32.490375,
33059,عيسى الوكواك,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج,المرج,عام,20.825555,32.483333,
33074,عائشة أم المؤمنين,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج الغربية,المرج,عام,20.825095,32.495927,
33073,البشائر,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج الغربية,المرج,عام,20.824402,32.488767,
33057,خديجة الكبري,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج,المرج,عام,20.8189,32.4944,
33055,عمر المختار,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج,المرج,عام,20.816341,32.486957,
33058,النهضة,الشرقية,14,البيضاء,التانية,2,6,المرج,المرج,المرج,عام,20.8115,32.4834,
33052,17فبراير,الشرقية,14,البيضاء,التانية,2,6,المرج,العويلية الغربية,المرج,عام,20.8073,32.4792,
33077,المقرنات,الشرقية,14,البيضاء,التانية,2,6,المرج,تاكنس الغربية,تاكنس,عام,20.7948,32.5433,
34158,عبد الحميد العبار,الشرقية,15,بنغازي,الثالثة,3,10,الابيار,سيدي امهيوس,الابيار,عام,20.7371,32.24638611,
33081,عبد الله الفيل,الشرقية,14,البيضاء,التانية,2,6,المرج,فرزوغه,فرزوغه,عام,20.7019,32.4972,
35008,شهداء الدامور,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الشمالية,اجدابيا,عام,20.67209722,32.36186111,
34172,الانتفاضة,الشرقية,15,بنغازي,الثالثة,3,12,سلوق,سلوق,سلوق,عام,20.67209722,32.36186111,
34155,ابو مريم,الشرقية,15,بنغازي,الثالثة,3,10,الابيار,بومريم,الابيار,عام,20.67209722,32.36186111,
34153,24ديسمبر,الشرقية,15,بنغازي,الثالثة,3,10,الابيار,المليطانية,الابيار,عام,20.65027222,32.27278333,
34174,النواقية بنات,الشرقية,15,بنغازي,الثالثة,3,12,سلوق,النواقية,سلوق,عام,20.59158333,32.20016667,
34175,المرحوم علي الشرع,الشرقية,15,بنغازي,الثالثة,3,12,سلوق,مسوس,سلوق,عام,20.59158333,32.20016667,
34154,عقيلة مفتاح,الشرقية,15,بنغازي,الثالثة,3,10,الابيار,المليطانية,الابيار,عام,20.59158333,32.20016667,
35030,الشموخ,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,انتلات,اجدابيا,عام,20.581418,30.859717,
34170,نور الرحمن,الشرقية,15,بنغازي,الثالثة,3,12,سلوق,سلوق,سلوق,عام,20.519875,31.50461111,
35021,البيضان,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,البيضان,اجدابيا,عام,20.511809,30.837716,
34173,مدرسة المقزحة المشتركة,الشرقية,15,بنغازي,الثالثة,3,12,سلوق,المقزحة,سلوق,عام,20.34209444,31.95217222,
35026,الإمام سحنون,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,القنان,اجدابيا,عام,20.32983,30.65662,
34169,المرحوم إبراهيم الحراري,الشرقية,15,بنغازي,الثالثة,3,12,سلوق,سلوق,سلوق,عام,20.25863333,31.66457222,
35035,الجليداية,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,سلطان,اجدابيا,عام,20.25141,31.15963,
34167,شعاع الحرية,الشرقية,15,بنغازي,الثالثة,3,12,سلوق,سلوق,سلوق,عام,20.24874444,31.66441111,
34168,الشهيد عوض العبار,الشرقية,15,بنغازي,الثالثة,3,12,سلوق,سلوق,سلوق,عام,20.24155833,31.66236944,
35006,عائشة أم المؤمنين,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الشرقية,اجدابيا,عام,20.23992,30.758514,
35007,التقدم,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الشرقية,اجدابيا,عام,20.23883,30.76449,
35005,الطليعة,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الشرقية,اجدابيا,عام,20.2325,30.7606,
35001,عمر المختار,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الشرقية,اجدابيا,عام,20.230021,30.767513,
35018,طارق بن زياد,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الغربية,اجدابيا,عام,20.22829,30.75195,
35004,فاطمة الزهراء,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الشرقية,اجدابيا,عام,20.226794,30.755247,
35033,حسين العريبي,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,سلطان,اجدابيا,عام,20.225603,31.095911,
35016,الحرية,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الغربية,اجدابيا,عام,20.224244,30.744125,
35003,الوحدة إجدابيا,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الشرقية,اجدابيا,عام,20.223785,30.759188,
35017,حسن البراني,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الغربية,اجدابيا,عام,20.22196,30.74912,
35013,17قبراير,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الغربية,اجدابيا,عام,20.219066,30.760287,
35011,إدريس عبدالنبي,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الشمالية,اجدابيا,عام,20.21589,30.75909,
35014,عطية الكاسح,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الغربية,اجدابيا,عام,20.215034,30.745971,
35015,النهضة,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الغربية,اجدابيا,عام,20.21471,30.74032,
35034,مدرسة شهوان,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,سلطان,اجدابيا,عام,20.207797,31.059246,
35012,القادسية,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الشمالية,اجدابيا,عام,20.203201,30.745784,
34171,شهداء الطيلمون,الشرقية,15,بنغازي,الثالثة,3,12,سلوق,سلوق,سلوق,عام,20.17430833,31.5869,
35009,بئر بلال,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الشمالية,اجدابيا,عام,20.16755833,31.92531667,
34156,الشهيد عطية النايض,الشرقية,15,بنغازي,الثالثة,3,10,الابيار,جنوب الابيار,الابيار,عام,20.16755833,31.92531667,
34165,الرقطة المشتركة,الشرقية,15,بنغازي,الثالثة,3,12,سلوق,الساحل الغربي,المقرون,عام,20.15256667,31.27262778,
34121,ثورة العلم,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,بوعطني,السلاوي,عام,20.15050833,32.120525,
34126,التقدم,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,بوعطني,السلاوي,عام,20.14945,32.12081111,
34125,عصر الحرية,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,بوعطني,السلاوي,عام,20.14850278,32.10764167,
34124,الانتصار,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,بوعطني,السلاوي,عام,20.14753611,32.10763889,
34071,شهداء الهواري,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,الهواري,البركة,عام,20.14130278,32.01651667,
34075,الأنصار,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,الهواري,البركة,عام,20.135575,32.09309722,
35023,حيشان اجبيل,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,الزويتنة,اجدابيا,عام,20.135088,30.94734,
35010,امصادف الرقعي,الشرقية,16,اجدابيا,الرابعة,4,13,اجدابيا,اجدابيا الشمالية,اجدابيا,عام,20.13428,30.67974,
34095,نور المعرفة,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,العروبة,السلاوي,عام,20.13330278,32.12795278,
34073,24ديسمبر,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,الهواري,البركة,عام,20.13020278,32.07961667,
34068,الصديقة,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,الهواري,البركة,عام,20.13013889,32.09385278,
34097,اسامة بن زيد,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,العروبة,السلاوي,عام,20.12525833,32.11732222,
34080,المهاجرين,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,بنغازي الجديدة,البركة,عام,20.12450833,32.10673333,
34072,مصعب بن عمير,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,الهواري,البركة,عام,20.12347778,32.07368333,
34100,السيدة هاجر,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,حي السلام,السلاوي,عام,20.122575,32.14767222,
34077,العباس بن عبد المطلب,الشرقية,15,بنغازي,الثالثة,3,8,بنغازي,بنغازي الجديدة,البركة,عام,20.12222778,32.089175,
