16099,الطنيبات التانوية,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,راس الدايون,صبراتة,عام,12.439786,32.755119,
16148,ثانوية الانتصار الزرامقة,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,الهنشير,العجيلات,عام,12.418333,32.715278,
16112,فاطمة الزهراء,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,محلة رأس الديوان,صبراتة,عام,12.413374,32.781713,
16136,العجيلات المركزية,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,الجنانات,العجيلات,عام,12.405833,32.756944,
16095,الاستقلال للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,تليل,صبراتة,عام,12.401075,32.798575,
16134,تانوية الجديدة للعلوم الاقتصادية,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,الجديدة,العجيلات,عام,12.394722,32.717133,
16149,غوط بيوض للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,الهنشير,العجيلات,عام,12.391656,32.76024,
16128,ثانوية اللغات العجيلات,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,الهنشير,العجيلات,عام,12.383053,32.748763,
16135,القدس للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,الجنانات,العجيلات,عام,12.377778,32.759167,
16094,تليل الشمالية للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,تليل,صبراتة,عام,12.37395,32.804386,
18024,سعد بن ابي وقاص,الغربية,8,الجبل 2,الثامنة,8,36,الرياينة,الشرقية,الرياينة,عام,12.364111,32.020972,
16176,العالمية للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,غوط الروضة,العجيلات,عام,12.354791,32.772772,
18029,طلائع الوحدة,الغربية,8,الجبل 2,الثامنة,8,40,الزنتان,الخشيشة,الزنتان,عام,12.34693,31.940561,
16131,ثانوية العلوم الاقتصادية والاجتماعيىة,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,جنان عطية,العجيلات,عام,12.345109,32.743808,
16173,آمنة بنت وهب للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,سيدي احمد,العجيلات,عام,12.344444,32.705833,
18027,شهداء الرياينة,الغربية,8,الجبل 2,الثامنة,8,36,الرياينة,الوسط,الرياينة,عام,12.343609,32.00572,
18025,17فبراير,الغربية,8,الجبل 2,الثامنة,8,36,الرياينة,العين,الرياينة,عام,12.343206,31.993448,
16161,جنان عطية الثانوية,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,جنان عطية,العجيلات,عام,12.323218,32.747184,
16162,العهد الجديد للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,جنان عطية,العجيلات,عام,12.322822,32.746904,
18028,الحرية,الغربية,8,الجبل 2,الثامنة,8,36,الرياينة,أبو لجام,الرياينة,عام,12.315466,31.998037,
16138,ضهرة عرفة,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,السدرة,العجيلات,عام,12.311111,32.773611,
16150,احرار العجيلات للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,الهنشير,العجيلات,عام,12.306458,32.747563,
16137,سعدون السويحلي,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,السدرة,العجيلات,عام,12.297222,32.703889,
16133,التحرير للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,الجديدة,العجيلات,عام,12.275856,32.762806,
16116,طارق بن زياد للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,73,زوارة,رأس أجدير,زوارة,عام,12.269729,32.735199,
18033,الشرقية للتعليم الأساسي,الغربية,8,الجبل 2,الثامنة,8,40,الزنتان,الشرقية,الزنتان,عام,12.269636,31.942594,
18031,النصر لاساسي,الغربية,8,الجبل 2,الثامنة,8,40,الزنتان,الجنوبية,الزنتان,عام,12.257222,31.915278,
18030,جمال عبدالناصر,الغربية,8,الجبل 2,الثامنة,8,40,الزنتان,الجنوبية,الزنتان,عام,12.251298,31.901349,
14231,شهداء طرابلس,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.125494,32.843952,
14230,الشموخ,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.117717,32.842805,
16020,عمر الميساوي,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,الصابرية \الشرقية,الزاوية,عام,12.642856,32.736596,
18012,أبي حاتم,الغربية,8,الجبل 2,الثامنة,8,34,ككلة + القلعة,الغربية,ككلة,عام,12.641111,32.050833,
16017,شهداء أبي عيسي,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,السوق \ابو عيسى,الزاوية,عام,12.635808,32.758617,
16008,جيل الثورة,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,الخضراء,الزاوية,عام,12.633136,32.744092,
18014,شهداء ككلة,الغربية,8,الجبل 2,الثامنة,8,34,ككلة + القلعة,أبو ماضي,ككلة,عام,12.63276,32.081686,
16012,الرقوبة أبي عيسى,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,الراقوبة,الزاوية,عام,12.620658,32.751869,
16031,الشهيد عبدالرحمن التريكي,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,المطردالشرقية,الزاوية,عام,12.615167,32.768611,
16019,الشروق,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,الصابرية \الشرقية,الزاوية,عام,12.615036,32.674858,
16029,المطرد لعلوم الحياة,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,المطرد الغربية,الزاوية,عام,12.608497,32.775967,
16009,بئر الشاوش,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,الخضراء,الزاوية,عام,12.602133,32.709581,
16108,أبى در الغفاري,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,عطاف,صرمان,عام,12.58800278,32.76610278,
16107,عطاف للتعليم الأساسي,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,عطاف,صرمان,عام,12.585681,32.758311,
16077,ام سلمى,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,الشاطئ,صرمان,عام,12.583628,32.777283,
16115,الامل,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,مخلوف,صرمان,عام,12.583428,32.7431,
16101,زكرياء للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,زكري,صرمان,عام,12.583289,32.752519,
16106,ثانوية عطاف لعلوم الحياة,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,عطاف,صرمان,عام,12.581031,32.759286,
18050,الشهيد محمد شعيب,الغربية,8,الجبل 2,الثامنة,8,38,الرجبان,قصر الحاج,الرجبان,عام,12.579703,32.04856,
16102,شهداء صرمان,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,زكري,صرمان,عام,12.578797,32.742756,
16006,المجد,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,الحرشة,الزاوية,عام,12.57465,32.62086944,
16041,التضامن,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,أبوصرة,الزاوية,عام,12.57465,32.71470833,
18023,الشيخ ابو القاسم القلعاوي,الغربية,8,الجبل 2,الثامنة,8,34,ككلة + القلعة,الوادي,القلعة,عام,12.573889,32.058333,
16078,الخنساء,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,الشاطئ,صرمان,عام,12.572907,32.782422,
16091,سكينة بنت الحسين,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,أبو الهلال,صرمان,عام,12.57255,32.754322,
16110,طارق بن زياد,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,محلة الساحل,صرمان,عام,12.571521,32.768639,
16050,بئر الغنم الثانوية,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,بئر الغنم المركز,الزاوية,عام,12.569722,32.311967,
16081,جيل التحدي,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,العين,صرمان,عام,12.567419,32.743387,
16090,خديجة الكبرى,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,أبو الهلال,صرمان,عام,12.566406,32.759556,
16093,خالد بن الوليد,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,أبو الهلال,صرمان,عام,12.562338,32.768068,
16113,الشاطى,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,مخلوف,صرمان,عام,12.561843,32.785191,
18022,الشيخ على القلعاوى,الغربية,8,الجبل 2,الثامنة,8,34,ككلة + القلعة,العليا,القلعة,عام,12.561667,32.066944,
16080,الطرفاء,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,العين,صرمان,عام,12.561253,32.740664,
18020,ام الجرسان التانوية,الغربية,8,الجبل 2,الثامنة,8,35,يفرن,ام الجرسان,يفرن,عام,12.559444,32.029167,
33029,عمر بن الخطاب,الشرقية,14,البيضاء,التانية,2,5,البيضاء,الغريقة,البيضاء,عام,21.7544,32.755,
34148,الانتفاضة,الشرقية,15,بنغازي,الثالثة,3,10,الابيار,الابيار,الابيار,عام,20.67209722,32.36186111,
34147,فاطمة الزهراء,الشرقية,15,بنغازي,الثالثة,3,11,قمينس,الابيار,الابيار,عام,20.59158333,32.20016667,
34149,عمر بن الخطاب,الشرقية,15,بنغازي,الثالثة,3,10,الابيار,الابيار,الابيار,عام,20.16755833,31.92531667,
34145,كركورة المشتركة,الشرقية,15,بنغازي,الثالثة,3,12,سلوق,كركورة,المقرون,عام,20.02931389,31.42533056,
18021,بن خلدون التانوية,الغربية,8,الجبل 2,الثامنة,8,35,يفرن,يفرن الظاهر,يفرن,عام,12.558333,31.9975,
16092,موسى بن نصير,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,أبو الهلال,صرمان,عام,12.556717,32.755228,
18018,امل تورة17فبراير,الغربية,8,الجبل 2,الثامنة,8,35,يفرن,الشمالية,يفرن,عام,12.555278,32.095833,
16088,رابعة العدوية,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,أبو الريش,صرمان,عام,12.545225,32.742453,
18017,طارق بن زياد,الغربية,8,الجبل 2,الثامنة,8,35,يفرن,الجديدة,يفرن,عام,12.543333,32.069444,
16114,القناوية,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,مخلوف,صرمان,عام,12.543206,32.674644,
16089,ثانوية صرمان الجنوبية,الغربية,6,الزاوية,الثالثة عشر,13,72,صرمان,أبو الريش,صرمان,عام,12.540997,32.721769,
16096,سناء محيدلي للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,دحمان الشرقية,صبراتة,عام,12.537222,32.757911,
16097,مصعب ابن عمير للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,دحمان الوسط,صبراتة,عام,12.533291,32.770266,
16087,شهداء الوادي,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,الوادي,صبراتة,عام,12.530613,32.789394,
18019,تانوية علوم حياة,الغربية,8,الجبل 2,الثامنة,8,35,يفرن,القصر,يفرن,عام,12.530278,32.061667,
16109,قاليل التانوية,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,قاليل,صبراتة,عام,12.524789,32.754406,
16103,الخطاطبة الجنوبية للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,سيدي معروف,صبراتة,عام,12.515258,32.737375,
16086,التضامن للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,الوادي,صبراتة,عام,12.513647,32.791413,
14232,حسان بن ثابت,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.131092,32.854255,
16083,الجليدة للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,الغوط,صبراتة,عام,12.510808,32.775036,
16082,الخطاطبة الشمالية للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,الغوط,صبراتة,عام,12.500252,32.760137,
18026,شهداء الخلائفة,الغربية,8,الجبل 2,الثامنة,8,36,الرياينة,الغربية,الرياينة,عام,12.489583,32.002775,
16076,صبراته الاعدادية بنين,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,السوق / صبراتة,صبراتة,عام,12.485919,32.791797,
16104,حطين الاعدادية,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,سيدي معروف,صبراتة,عام,12.477552,32.718604,
16075,صبراته المركزية الجنوبية,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,السوق / صبراتة,صبراتة,عام,12.476244,32.787389,
18016,الجيل الصاعد,الغربية,8,الجبل 2,الثامنة,8,35,يفرن,الخلايفة,الخلايفة,عام,12.4715,32.005972,
16105,الهدى للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,سيدي معروف,صبراتة,عام,12.467725,32.677906,
16111,العلالقة الثانوية,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,محلة العلالقة,صبراتة,عام,12.466327,32.7469,
16160,الانتصار للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,74,الجميل,جنان بن نصيب,الجميل,عام,12.054375,32.853825,
16157,الحرية للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,74,الجميل,بن شعيب,الجميل,عام,12.051397,32.818222,
16155,ابن خلدون الثانوية,الغربية,6,الزاوية,الثالثة عشر,13,74,الجميل,أم عزيز,الجميل,عام,12.020842,32.769455,
18039,ليبيا الحرة,الغربية,8,الجبل 2,الثامنة,8,39,جادو,الشمالية,جادو,عام,12.020778,31.963944,
16151,السبيخة للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,75,راقدالين - زلطن,الوسط \رقدالين,رقدالين,عام,12.016191,32.869042,
18043,صلاح الدين,الغربية,8,الجبل 2,الثامنة,8,39,جادو,الوسط,جادو,عام,12.014779,31.943386,
16178,ابوبكر الصديق للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,74,الجميل,كبيرة الاخباء,الجميل,عام,12.008731,32.839631,
18040,المجاهد سليمان الباروني,الغربية,8,الجبل 2,الثامنة,8,39,جادو,الغربية,جادو,عام,11.995061,31.942938,
16167,التحرير,الغربية,6,الزاوية,الثالثة عشر,13,75,راقدالين - زلطن,حمدون / رقدالين,رقدالين,عام,11.992711,32.886397,
16152,راس عطية للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,75,راقدالين - زلطن,الوسط \رقدالين,رقدالين,عام,11.989463,32.879686,
16165,ثانوية 17 فبراير,الغربية,6,الزاوية,الثالثة عشر,13,75,راقدالين - زلطن,حمدون / رقدالين,رقدالين,عام,11.988124,32.890412,
16169,رقدالين المركزية,الغربية,6,الزاوية,الثالثة عشر,13,75,راقدالين - زلطن,رقدالين,رقدالين,عام,11.982819,32.884764,
16143,عمر بن الخطاب للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,74,الجميل,المنشية,الجميل,عام,11.981697,32.859775,
18041,ابوزيد المزغورتي,الغربية,8,الجبل 2,الثامنة,8,39,جادو,القصبة,جادو,عام,11.972049,31.968027,
16166,التقدم للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,75,راقدالين - زلطن,حمدون / رقدالين,رقدالين,عام,11.963197,32.898181,
16168,علي بن ابي طالب,الغربية,6,الزاوية,الثالثة عشر,13,75,راقدالين - زلطن,حمدون / رقدالين,رقدالين,عام,11.960792,32.883961,
18045,شكشوك الثانوية,الغربية,8,الجبل 2,الثامنة,8,39,جادو,شكشوك,جادو,عام,11.957393,32.016536,
18044,مدرسة الفاروق,الغربية,8,الجبل 2,الثامنة,8,39,جادو,تمزدة,جادو,عام,11.945269,31.916045,
16164,المخلب,الغربية,6,الزاوية,الثالثة عشر,13,75,راقدالين - زلطن,حمدون,رقدالين,عام,11.92597778,32.86928611,
18084,17فبراير,الغربية,8,الجبل 2,الثامنة,8,43,باطن الجبل,الهبيلية,باطن الجبل,عام,11.916711,32.521949,
18054,شهداء الرحيبات,الغربية,8,الجبل 2,الثامنة,8,37,الرحيبات,أمسين,الرحيبات,عام,11.894806,31.877308,
18053,الهدى الاسلامي,الغربية,8,الجبل 2,الثامنة,8,37,الرحيبات,الوسط,الرحيبات,عام,11.884735,31.860806,
18052,حمزة بن عبدالمطلب,الغربية,8,الجبل 2,الثامنة,8,37,الرحيبات,الشمالية,الرحيبات,عام,11.881967,31.895068,
18037,محمد الامام,الغربية,8,الجبل 2,الثامنة,8,40,الزنتان,المركز,الزنتان,عام,12.244822,31.931711,
18032,الكفاح,الغربية,8,الجبل 2,الثامنة,8,40,الزنتان,الشرقية,الزنتان,عام,12.242972,31.947694,
18036,معركة العميان,الغربية,8,الجبل 2,الثامنة,8,40,الزنتان,الغربية,الزنتان,عام,12.241003,31.91616,
16132,العجيلات الجديدة,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,الجديدة,العجيلات,عام,12.240077,32.748168,
18034,علي بن ابي طالب,الغربية,8,الجبل 2,الثامنة,8,40,الزنتان,الشمالية,الزنتان,عام,12.221317,31.942168,
18035,الكردون,الغربية,8,الجبل 2,الثامنة,8,40,الزنتان,الغربية,الزنتان,عام,12.219635,31.931012,
16127,الفريخ المركزية,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,النصر,العجيلات,عام,12.218388,32.801369,
16174,السلام للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,سيدي احمد,العجيلات,عام,12.21818,32.740729,
16146,المطمر الاعدادية,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,النصر,العجيلات,عام,12.211111,32.769444,
16147,ثانوية الشبيكة,الغربية,6,الزاوية,الثالثة عشر,13,71,العجيلات,النصر,العجيلات,عام,12.209935,32.76913,
16079,رمضان السويحلي للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,70,صبراته,الطويلة,صبراتة,عام,12.191028,32.787995,
16163,سليمان خاطر الثانوية,الغربية,6,الزاوية,الثالثة عشر,13,74,الجميل,حمدة,الجميل,عام,12.159158,32.805933,
16154,شهداء يناير للتعليم الأساسي,الغربية,6,الزاوية,الثالثة عشر,13,74,الجميل,أم عزيز,الجميل,عام,12.158811,32.797653,
18046,شهداء الرجبان,الغربية,8,الجبل 2,الثامنة,8,38,الرجبان,الشرقية,الرجبان,عام,12.150144,31.948789,
18038,ودي الخيل,الغربية,8,الجبل 2,الثامنة,8,40,الزنتان,المرحان,الزنتان,عام,12.1445,31.5525,
18049,شهداء الوخيم,الغربية,8,الجبل 2,الثامنة,8,38,الرجبان,الوسط,الرجبان,عام,12.129337,31.970713,
16153,أم عزيز للتعليم الاساسي,الغربية,6,الزاوية,الثالثة عشر,13,74,الجميل,أم عزيز,الجميل,عام,12.122639,32.810447,
18082,طمزين الإعدادية,الغربية,8,الجبل 2,الثامنة,8,44,كاباو,طمزين,كاباو,عام,11.415116,31.849449,
18078,محمد بن بكر الفرسطاني,الغربية,8,الجبل 2,الثامنة,8,44,كاباو,الشمالية,كاباو,عام,11.369913,31.865977,
18089,أولاد طالب المركزية,الغربية,8,الجبل 2,الثامنة,8,43,باطن الجبل,أولاد طالب,باطن الجبل,عام,11.368519,31.996287,
18091,تيجي المركزية,الغربية,8,الجبل 2,الثامنة,8,43,باطن الجبل,تيجي,باطن الجبل,عام,11.357806,32.011861,
18085,شهداء تيجي في 17 فبراير,الغربية,8,الجبل 2,الثامنة,8,43,باطن الجبل,الهمايلة,باطن الجبل,عام,11.353694,32.007056,
18087,الريادة,الغربية,8,الجبل 2,الثامنة,8,43,باطن الجبل,أولاد سلام,باطن الجبل,عام,11.347806,32.004056,
18073,علي الشاوش / كاباو الثانوية,الغربية,8,الجبل 2,الثامنة,8,44,كاباو,الجنوبية,كاباو,عام,11.344129,31.840357,
18080,النصر,الغربية,8,الجبل 2,الثامنة,8,44,كاباو,الوسط الحرابة,كاباو,عام,11.343314,31.859669,
18077,زهرات 17فبراير,الغربية,8,الجبل 2,الثامنة,8,44,كاباو,الشمالية,كاباو,عام,11.339947,31.849451,
18083,تيجى للبنات زكزاو,الغربية,8,الجبل 2,الثامنة,8,43,باطن الجبل,تيجي,باطن الجبل,عام,11.179472,32.040472,
18061,28يونيو,الغربية,8,الجبل 2,الثامنة,8,42,نالوت,الحوامد,نالوت,عام,11.157312,31.973961,
18079,الشهيد عمر ابو سنينة,الغربية,8,الجبل 2,الثامنة,8,44,كاباو,المجابرة,كاباو,عام,11.153486,31.855127,
18064,الشيخ العيساوي,الغربية,8,الجبل 2,الثامنة,8,42,نالوت,أولاد محمود,نالوت,عام,11.049899,31.823157,
18065,17فبراير تكوت,الغربية,8,الجبل 2,الثامنة,8,42,نالوت,تكوت,نالوت,عام,11.024789,31.962582,
18068,الشهداء,الغربية,8,الجبل 2,الثامنة,8,42,نالوت,شداد,نالوت,عام,10.990001,31.854667,
18069,نالوت الإعدادية,الغربية,8,الجبل 2,الثامنة,8,42,نالوت,شداد,نالوت,عام,10.984918,31.845392,
18063,القصر,الغربية,8,الجبل 2,الثامنة,8,42,نالوت,القصر,نالوت,عام,10.982569,31.862889,
18066,الحياة,الغربية,8,الجبل 2,الثامنة,8,42,نالوت,سيدي خليفة,نالوت,عام,10.976944,31.877972,
18067,17 فبراير نالوت,الغربية,8,الجبل 2,الثامنة,8,42,نالوت,سيدي خليفة,نالوت,عام,10.964163,31.893427,
18062,حطين,الغربية,8,الجبل 2,الثامنة,8,42,نالوت,الغزايا,نالوت,عام,10.837971,32.000809,
35045,حليمة السعدية,الشرقية,16,اجدابيا,الرابعة,4,16,جالو - جخرة,اللبة - جالو,جالو,عام,21.561968,29.024454,
35046,سعد بن أبي وقاص,الشرقية,16,اجدابيا,الرابعة,4,16,جالو - جخرة,اللبة - جالو,جالو,عام,21.560289,29.02656,
35047,مدرسة 17 فبراير,الشرقية,16,اجدابيا,الرابعة,4,16,جالو - جخرة,المشروع - جالو,جالو,عام,21.34157,29.09495,
11013,محمد جمال الدرة,الغربية,2,مصراتة,التاسعة,9,48,بني وليد,البلدية,بني وليد,عام,14.031711,31.741639,
11012,الساعدى الطبولي,الغربية,2,مصراتة,التاسعة,9,48,بني وليد,البلدية,بني وليد,عام,14.016286,31.745083,
11011,القدس,الغربية,2,مصراتة,التاسعة,9,48,بني وليد,البلدية,بني وليد,عام,14.015147,31.750139,
11010,الشهيد حافظ المدني,الغربية,2,مصراتة,التاسعة,9,48,بني وليد,البلدية,بني وليد,عام,14.007325,31.744042,
11008,مدرسة الامام ورش,الغربية,2,مصراتة,التاسعة,9,48,بني وليد,التنية البيضاء,بني وليد,عام,13.99063611,31.74623333,
11006,افاق المستقبل,الغربية,2,مصراتة,التاسعة,9,48,بني وليد,الظهرة,بني وليد,عام,13.990222,31.741153,
11009,بدر الكبرى,الغربية,2,مصراتة,التاسعة,9,48,بني وليد,التنية البيضاء,بني وليد,عام,13.983042,31.751636,
11001,عمر بن الخطاب,الغربية,2,مصراتة,التاسعة,9,48,بني وليد,الظهرة -تنيناي الوادي,بني وليد - تنيناي,عام,13.980153,31.745111,
14272,أفريقيا,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,السراج,جنزور,عام,13.073974,32.835551,
14252,الغيران الجنوبية,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,جنزور الشرقية,جنزور,عام,13.061836,32.818619,
14251,ثانوية المجد,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,جنزور الشرقية,جنزور,عام,13.041984,32.846951,
14253,17فبراير,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,جنزور الشرقية,جنزور,عام,13.036114,32.819197,
14250,قار يونس,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,جنزور الشرقية,جنزور,عام,13.034192,32.838903,
14267,الثورة,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,جنزور الوسط,جنزور,عام,13.016183,32.786091,
14270,أحفاد المختار,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,النجيلة,جنزور,عام,13.009473,32.770171,
14268,شهداء الجمعة الثانوية,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,جنزور الوسط,جنزور,عام,13.004691,32.799634,
14262,أبطال الحجارة,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,سيدي عبد اللطيف,جنزور,عام,13.003983,32.822386,
14271,حي المجاهد,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,النجيلة,جنزور,عام,13.003677,32.771166,
14269,نجيلة الثانوية,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,النجيلة,جنزور,عام,13.003445,32.775481,
14263,شهداء جنزور,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,جنزور الوسط,جنزور,عام,13.001513,32.805147,
14264,الوطن العربي,الغربية,4,طرابلس,الحادية عشر,11,60,جنزور,جنزور الوسط,جنزور,عام,12.998661,32.792519,
14400,مخيم نازحين -  الفلاح -  خلف مكتب الهيئة الليبية للأغاثة,الغربية,4,طرابلس,التاسعة,9,46,تاورغاء,,,نازحين,13.147068,32.853789,
15001,بئر تاهللت,الغربية,5,العزيزية,التانية عشر,12,65,العزيزية,العزيزية,العزيزية,عام,13.147067,32.825963,
18070,ثانوية وازن,الغربية,8,الجبل 2,الثامنة,8,42,نالوت,وازن,نالوت,عام,10.668649,31.941701,
15057,شهداء بن غشير,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,العوانين,قصر بن غشير,عام,13.188941,32.660121,
15055,مسعود سويسي,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,ردود الزاوية,قصر بن غشير,عام,13.150497,32.691221,
16035,احمد الشارف,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,الولاني,الزاوية,عام,12.756776,32.725624,
16034,اسامة بن زيد,الغربية,6,الزاوية,الثالثة عشر,13,69,الزاوية,المقطع,الزاوية,عام,12.743844,32.685203,
13104,شهداء سوق الأحد,الغربية,3,الخمس,العاشرة,10,50,ترهونة,سوق الأحد,ترهونة,عام,13.48575,32.582339,
21004,البوانيس الثانوية,الجنوبية,9,سبها,السادسة,6,22,سبها,الزيغن,سبها,عام,14.90585,27.36838,
22059,ثانوية تجرهي,الجنوبية,10,اوباري,السابعة,7,31,القطرون - تجرهي - قصر مسعود - البخي - مدروسة - نقر كتمة,تجرهي,تجرهي,عام,14.267574,24.3299,
23009,عبد الله البسكوري,الجنوبية,11,غدامس,الثامنة,8,45,غدامس,وليد,غدامس,عام,9.490736,30.123344,
23010,عبد الرحمن البوصيري,الجنوبية,11,غدامس,الثامنة,8,45,غدامس,وازيت,غدامس,عام,9.490214,30.129328,
23400,مدرسة اوال للتعليم الاساسي,الجنوبية,11,غدامس,الثامنة,8,45,غدامس,,,نازحين," 14°13'24.69""","30° 13'26.33""",
31052,مدرسة 17 فبراير,الشرقية,12,طبرق,الأولى,1,1,طبرق,الساحل,طبرق,عام,,,N
31054,مدرسة ابو فرجانى,الشرقية,12,طبرق,الأولى,1,1,طبرق,قصر الجدى,طبرق,عام,,,N
31053,مدرسة قابس,الشرقية,12,طبرق,الأولى,1,1,طبرق,كمبوت,طبرق,عام,,,N
31055,مدرسة حفلس,الشرقية,12,طبرق,الأولى,1,1,طبرق,كمبوت,طبرق,عام,,,N
32053,المجاهد بوشعراية حمد الشلوى,الشرقية,13,درنة,الأولى,1,3,درنة,باسس,درنة,عام,,,N
34120,النمودجية بنينا,الشرقية,15,بنغازي,الثالثة,3,12,سلوق,بنينا,بنينا,عام,,,
